免	54870
僅	54728
仅	54728
易	54681
登	54662
採	54566
采	54566
升	54476
技	54448
裡	54395
里	54395
依	54316
職	53975
职	53975
普	53924
蔡	53793
熱	53383
热	53383
跟	53316
居	53052
染	52975
否	52917
半	52787
罩	52698
你	52421
雄	52310
限	52268
季	52145
話	52074
话	52074
稱	51992
称	51992
德	51839
維	51820
维	51820
級	51802
级	51802
快	51602
白	51515
條	51499
条	51499
幾	51457
几	51457
復	51239
复	51239
藝	50879
艺	50879
武	50542
具	50331
六	50328
況	50214
况	50214
聲	50074
声	50074
款	49864
精	49844
餐	49757
製	49689
擊	49615
击	49615
落	49580
爭	49285
争	49285
斯	49282
始	49281
準	49205
准	49205
擔	49086
担	49086
診	48980
诊	48980
列	48949
雙	48916
双	48916
火	48657
顯	48621
显	48621
效	48504
療	48472
疗	48472
嚴	48204
严	48204
底	48051
購	48007
购	48007
源	47986
雖	47880
虽	47880
買	47626
买	47626
優	47406
优	47406
早	47368
神	47290
習	47273
习	47273
減	47199
减	47199
致	47104
輕	47094
轻	47094
臺	47077
獎	47066
奖	47066
算	47056
福	46818
訊	46744
讯	46744
須	46585
须	46585
態	46549
态	46549
形	46340
吃	46338
媽	46306
妈	46306
邊	46192
边	46192
項	46163
项	46163
覺	45876
觉	45876
深	45573
興	45491
兴	45491
千	45435
班	45407
號	45391
号	45391
景	45363
韓	45326
韩	45326
策	45029
克	44935
假	44812
修	44724
川	44597
控	44583
館	44339
馆	44339
戶	43933
户	43933
功	43829
裝	43820
装	43820
紅	43709
红	43709
評	43483
评	43483
險	43459
险	43459
養	43455
养	43455
署	43432
漢	43375
汉	43375
攝	43326
摄	43326
廠	43305
厂	43305
速	43137
延	43118
八	43113
星	43031
積	42934
积	42934
史	42898
善	42890
象	42721
圖	42642
图	42642
九	42585
康	42477
溫	42438
温	42438
歷	42417
历	42417
城	42260
便	42226
置	42027
音	42007
括	41863
測	41757
测	41757
央	41732
試	41676
试	41676
息	41646
執	41629
执	41629
類	41437
类	41437
角	41393
孩	41389
股	41312
隨	41134
随	41134
拍	40936
留	40855
企	40663
拉	40649
斷	40572
断	40572
足	40545
待	40499
智	40414
晚	40057
止	39893
味	39868
死	39820
察	39651
鄉	39560
乡	39560
群	39271
牌	39271
紀	39268
纪	39268
阿	39011
究	38992
壓	38977
压	38977
席	38920
亞	38893
亚	38893
藥	38844
药	38844
命	38773
獨	38749
独	38749
識	38582
识	38582
廣	38571
广	38571
值	38557
桃	38497
劇	38156
剧	38156
監	37939
监	37939
初	37929
害	37817
極	37735
极	37735
甚	37733
屬	37648
属	37648
土	37598
根	37579
七	37554
審	37503
审	37503
疑	37479
練	37419
练	37419
拿	37354
責	37342
责	37342
遭	37302
降	37190
岸	37156
酒	37080
遠	37073
远	37073
媒	36731
謝	36698
谢	36698
越	36622
龍	36487
龙	36487
隔	36483
母	36462
顧	36461
顾	36461
搭	36438
揮	36430
挥	36430
肉	36379
破	36333
抗	36243
卡	36199
午	36176
負	36135
负	36135
眼	36114
適	36037
适	36037
呼	35884
蘇	35807
苏	35807
青	35715
課	35614
课	35614
傷	35451
伤	35451
航	35375
銷	35369
销	35369
副	35252
係	35233
找	35207
佳	35200
模	34963
益	34958
室	34917
戲	34851
戏	34851
令	34737
退	34673
訪	34345
访	34345
露	34343
層	34311
层	34311
字	34227
蘭	34077
兰	34077
吳	33979
吴	33979
錄	33864
录	33864
幫	33822
帮	33822
候	33800
終	33703
终	33703
移	33695
針	33499
针	33499
困	33412
念	33366
爆	33227
症	33190
換	33148
换	33148
派	33110
油	33066
均	32791
注	32735
緊	32686
紧	32686
飛	32658
飞	32658
聽	32616
听	32616
承	32593
衝	32589
冲	32589
售	32572
喜	32527
額	32446
额	32446
什	32386
歐	32381
欧	32381
洲	32354
討	32347
讨	32347
志	32154
判	32098
存	31940
綠	31823
绿	31823
申	31794
爾	31769
尔	31769
勝	31708
胜	31708
威	31557
思	31550
座	31526
歌	31475
鐵	31463
铁	31463
恐	31401
波	31275
黑	31229
聞	31227
闻	31227
嘉	31200
域	31152
豬	31122
猪	31122
器	31049
播	31030
享	31005
戴	30948
吸	30861
勞	30672
劳	30672
石	30634
願	30586
愿	30586
讀	30477
读	30477
州	30389
切	30357
寶	30328
宝	30328
估	30303
啟	30244
启	30244
休	30234
賣	30199
卖	30199
構	30162
构	30162
錢	30147
钱	30147
故	30104
羅	30007
罗	30007
富	29962
族	29932
訴	29903
诉	29903
歡	29884
欢	29884
急	29880
救	29755
語	29638
语	29638
財	29466
财	29466
榮	29425
荣	29425
樓	29414
楼	29414
宜	29351
臨	29283
临	29283
談	29171
谈	29171
突	29165
繼	29112
继	29112
笑	28950
律	28899
密	28868
違	28842
违	28842
追	28738
銀	28705
银	28705
夜	28637
禮	28632
礼	28632
避	28440
菜	28415
父	28324
印	28293
絕	28234
绝	28234
苗	28185
寫	28109
写	28109
血	27826
核	27807
春	27732
貨	27707
货	27707
批	27626
陽	27614
阳	27614
竹	27364
庭	27237
惠	27222
圍	27173
围	27173
短	26984
差	26948
京	26868
臉	26859
脸	26859
版	26819
巴	26817
素	26757
刻	26754
訂	26704
订	26704
米	26606
返	26543
盟	26537
江	26427
材	26332
屋	26182
童	26129
婚	26122
粉	25960
夠	25896
够	25896
盡	25821
尽	25821
範	25709
范	25709
秀	25673
唱	25573
封	25431
患	25415
細	25380
细	25380
似	25321
魚	25255
鱼	25255
街	25242
充	25230
永	25094
守	25073
楊	24986
杨	24986
券	24865
拜	24792
訓	24682
训	24682
板	24671
含	24654
融	24653
措	24564
納	24539
纳	24539
湖	24480
付	24201
典	24189
奇	24154
禁	24153
雲	24120
云	24120
危	23977
左	23976
姓	23923
順	23915
顺	23915
潮	23860
穩	23781
稳	23781
洋	23693
輪	23672
轮	23672
微	23637
夫	23522
幣	23503
币	23503
擇	23306
择	23306
擴	23298
扩	23298
爸	23289
劉	23276
刘	23276
缺	23240
野	23232
罰	23232
罚	23232
階	23205
阶	23205
劃	23119
划	23119
乎	23066
罪	23056
飲	23051
饮	23051
距	23012
古	22810
朋	22742
麗	22602
丽	22602
互	22508
觸	22497
触	22497
攻	22408
簡	22365
简	22365
捷	22364
挑	22323
邀	22323
廳	22235
厅	22235
異	22057
异	22057
董	22000
玩	21943
竟	21935
餘	21849
余	21849
般	21809
競	21782
竞	21782
舞	21776
飯	21755
饭	21755
講	21702
讲	21702
聚	21698
雨	21685
錯	21680
错	21680
穿	21671
痛	21650
零	21648
島	21570
岛	21570
詢	21512
询	21512
右	21457
博	21424
彈	21403
弹	21403
背	21381
織	21379
织	21379
翻	21365
貼	21207
贴	21207
盤	21170
盘	21170
久	21154
緩	21119
缓	21119
籍	21072
牛	21056
略	21034
鄭	21031
郑	21031
尚	20930
鎮	20868
镇	20868
燈	20832
灯	20832
燒	20816
烧	20816
貿	20804
贸	20804
障	20797
皮	20787
稅	20750
税	20750
草	20704
釋	20681
释	20681
村	20626
藍	20479
蓝	20479
堅	20411
坚	20411
樹	20374
树	20374
亮	20363
懷	20342
怀	20342
良	20284
慶	20265
庆	20265
績	20197
绩	20197
絲	20169
丝	20169
殺	20141
杀	20141
慧	20111
暫	20097
暂	20097
苦	20079
鐘	20051
钟	20051
倍	20037
架	19987
搶	19969
抢	19969
亡	19969
畢	19934
毕	19934
授	19806
柯	19739
套	19663
茶	19581
跑	19580
逐	19562
筆	19415
笔	19415
怕	19396
倒	19382
跨	19305
私	19229
裁	19205
慢	19203
省	19182
冷	19176
彰	19163
驚	19139
惊	19139
招	19117
木	19110
靠	19106
仁	19079
散	19065
涉	19057
舊	19030
旧	19030
租	19027
洗	19002
宮	18952
宫	18952
遇	18949
犯	18944
編	18927
编	18927
隆	18899
葉	18882
叶	18882
橋	18860
桥	18860
尼	18817
昌	18791
幸	18781
賴	18755
赖	18755
幕	18740
圈	18718
嗎	18672
吗	18672
迷	18617
醒	18549
刑	18525
薪	18523
剛	18472
刚	18472
蛋	18462
豐	18458
丰	18458
弟	18453
振	18444
哥	18361
屆	18341
届	18341
召	18333
簽	18299
签	18299
宅	18274
暴	18238
衣	18238
怎	18215
序	18204
曲	18180
附	18140
哲	18123
彩	18092
船	18088
份	18051
瑞	18040
幅	18000
萊	17996
莱	17996
慮	17866
虑	17866
輸	17841
输	17841
鼓	17825
紛	17816
纷	17816
豪	17704
田	17646
敗	17639
败	17639
迎	17634
泰	17606
端	17556
勵	17550
励	17550
腳	17527
脚	17527
累	17495
棒	17469
激	17327
它	17301
憲	17245
宪	17245
載	17181
载	17181
損	17152
损	17152
澳	17152
籲	17081
吁	17081
鮮	17051
鲜	17051
徵	17013
征	17013
屏	16997
宗	16965
碼	16948
码	16948
蘋	16942
苹	16942
捐	16838
努	16835
偉	16725
伟	16725
擁	16563
拥	16563
妻	16519
腦	16472
脑	16472
廿	16433
掉	16417
紓	16347
纾	16347
述	16324
齡	16218
龄	16218
陣	16207
阵	16207
愈	16183
乘	16148
尺	16079
尤	16067
盛	16066
森	16032
符	16024
掌	16008
兵	16005
伴	15882
築	15861
筑	15861
介	15839
河	15838
癌	15671
折	15668
朝	15657
奧	15625
奥	15625
庫	15553
库	15553
漸	15546
渐	15546
棄	15530
弃	15530
援	15524
乾	15462
干	15462
鬆	15439
松	15439
趣	15413
夢	15404
梦	15404
沙	15370
災	15347
灾	15347
忙	15320
培	15295
玉	15291
頻	15265
频	15265
靈	15244
灵	15244
藉	15205
惡	15163
恶	15163
束	15099
偏	15089
析	15083
皆	15033
漁	15011
渔	15011
尋	14984
寻	14984
浪	14978
促	14972
章	14963
漲	14869
涨	14869
陪	14860
駕	14854
驾	14854
瑜	14846
探	14808
駐	14805
驻	14805
亂	14776
乱	14776
頂	14759
顶	14759
予	14693
靜	14661
静	14661
鍵	14613
键	14613
抽	14531
弱	14528
植	14520
誤	14425
误	14425
雅	14422
宿	14404
占	14391
映	14348
跳	14331
堂	14273
幼	14234
遺	14218
遗	14218
脫	14210
脱	14210
恩	14165
索	14143
圓	14089
圆	14089
徐	14076
坐	14041
咖	14022
夏	14013
寬	14005
宽	14005
熟	13990
握	13987
貴	13976
贵	13976
坦	13970
疾	13906
抵	13886
坪	13875
歸	13847
归	13847
烈	13835
邦	13793
婦	13775
妇	13775
妹	13751
操	13733
旗	13730
趨	13676
趋	13676
蓮	13558
莲	13558
峰	13533
蓋	13512
盖	13512
輛	13508
辆	13508
縮	13497
缩	13497
輔	13487
辅	13487
湯	13472
汤	13472
閉	13457
闭	13457
壞	13436
坏	13436
巨	13411
藏	13390
呈	13382
按	13381
溪	13376
哪	13372
革	13353
罷	13325
罢	13325
秋	13283
逾	13243
麵	13243
紙	13241
纸	13241
賞	13236
赏	13236
震	13223
綜	13218
综	13218
飾	13207
饰	13207
迫	13194
吉	13191
床	13156
骨	13153
雜	13086
杂	13086
敏	13058
旁	13038
雞	13010
鸡	13010
勇	13002
莊	12942
庄	12942
嫌	12913
倫	12845
伦	12845
憂	12839
忧	12839
儀	12804
仪	12804
檔	12777
档	12777
諾	12758
诺	12758
艦	12673
舰	12673
替	12604
亦	12587
敢	12565
楚	12554
洪	12542
辛	12531
鏡	12526
镜	12526
趕	12517
赶	12517
冰	12483
週	12474
塞	12443
軟	12428
软	12428
甜	12415
勤	12367
答	12357
廢	12351
废	12351
抱	12309
糖	12300
宇	12297
傑	12288
杰	12288
牙	12286
賓	12276
宾	12276
跌	12220
伊	12029
婆	12002
巧	11973
叫	11962
溝	11957
沟	11957
喊	11956
巡	11948
複	11889
酸	11885
雷	11850
聖	11829
圣	11829
啡	11828
漫	11825
揚	11818
扬	11818
郭	11804
誰	11803
谁	11803
珍	11800
隱	11792
隐	11792
肯	11781
兼	11767
唯	11723
淡	11715
刺	11713
盼	11686
隻	11664
射	11651
擬	11608
拟	11608
祖	11601
尊	11583
祕	11524
秘	11524
恢	11518
憶	11514
忆	11514
截	11511
廚	11511
厨	11511
阻	11508
貸	11454
贷	11454
汽	11381
丁	11365
某	11362
晨	11343
汙	11339
污	11339
駛	11316
驶	11316
贈	11288
赠	11288
既	11280
喝	11279
奪	11266
夺	11266
毛	11234
侵	11215
忠	11215
貞	11202
贞	11202
頓	11166
顿	11166
睡	11144
固	11103
郵	11078
邮	11078
邱	11069
滑	11056
鎖	10998
锁	10998
捕	10995
邁	10990
迈	10990
豆	10990
麻	10986
孫	10970
孙	10970
帳	10961
帐	10961
劑	10935
剂	10935
詞	10907
词	10907
偵	10857
侦	10857
宏	10852
籃	10847
篮	10847
輝	10839
辉	10839
雪	10823
獻	10819
献	10819
旦	10766
哈	10727
攤	10727
摊	10727
擺	10689
摆	10689
潛	10666
潜	10666
誠	10662
诚	10662
塊	10654
块	10654
柏	10634
尾	10597
甲	10592
耳	10580
忘	10568
慣	10568
惯	10568
陰	10556
阴	10556
硬	10555
暖	10546
欣	10538
拒	10517
梅	10418
閱	10404
阅	10404
潔	10361
洁	10361
佛	10354
凌	10354
剩	10305
紐	10241
纽	10241
奶	10234
概	10207
姊	10188
焦	10186
覽	10182
览	10182
銘	10156
铭	10156
齊	10150
齐	10150
槍	10142
枪	10142
珠	10118
鄰	10098
邻	10098
輩	10070
辈	10070
祥	10042
擾	10033
扰	10033
泡	10031
繳	10030
缴	10030
純	9965
纯	9965
冬	9963
鏈	9954
链	9954
礙	9948
碍	9948
寧	9944
宁	9944
淨	9938
净	9938
俊	9925
刀	9864
吧	9843
債	9836
债	9836
覆	9824
舒	9816
仔	9787
壽	9776
寿	9776
箱	9774
胡	9743
扣	9724
鳥	9705
鸟	9705
池	9690
贏	9608
赢	9608
借	9598
幹	9594
篩	9587
筛	9587
鳳	9562
凤	9562
桌	9550
騎	9464
骑	9464
儘	9446
殊	9422
挺	9422
髮	9359
緣	9358
缘	9358
鍋	9334
锅	9334
讚	9323
赞	9323
坡	9292
廟	9281
庙	9281
祭	9240
軌	9226
轨	9226
朱	9223
袋	9218
芳	9176
梁	9127
莫	9119
凱	9119
凯	9119
侯	9110
伯	9076
敬	9070
晶	9069
櫃	9021
柜	9021
販	9018
贩	9018
陷	8993
麥	8978
麦	8978
朗	8978
赴	8974
途	8932
掛	8917
挂	8917
輯	8904
辑	8904
逃	8901
濃	8880
浓	8880
君	8856
混	8827
礎	8818
础	8818
末	8800
詩	8789
诗	8789
兄	8776
閒	8769
闲	8769
緒	8764
绪	8764
衡	8763
顏	8762
颜	8762
偶	8752
鴻	8715
鸿	8715
句	8705
默	8693
拆	8692
託	8686
托	8686
祝	8683
厚	8665
撞	8653
菲	8612
佩	8580
串	8577
洛	8559
徒	8557
壇	8557
坛	8557
側	8542
侧	8542
貓	8525
猫	8525
賢	8523
贤	8523
督	8522
呢	8507
償	8507
偿	8507
壘	8499
垒	8499
絡	8486
络	8486
匯	8484
汇	8484
鬥	8481
斗	8481
繁	8476
沉	8470
摩	8456
狗	8447
肌	8445
霸	8444
嘗	8421
尝	8421
轟	8402
轰	8402
氛	8360
謂	8345
谓	8345
籌	8338
筹	8338
斤	8312
併	8299
貝	8287
贝	8287
忍	8282
鞋	8263
胞	8261
怪	8209
撤	8191
蕭	8173
萧	8173
沿	8161
垃	8116
圾	8109
塑	8105
菌	8098
獅	8072
狮	8072
奈	8071
敵	8065
敌	8065
循	8059
鬼	8053
契	8008
瓜	7996
脅	7962
胁	7962
顆	7958
颗	7958
蹤	7928
踪	7928
搜	7885
嚇	7874
吓	7874
暗	7874
黎	7853
廖	7845
惜	7835
塔	7816
鋼	7806
钢	7806
毫	7801
掃	7789
扫	7789
窗	7767
虛	7758
虚	7758
撐	7741
撑	7741
潘	7725
煮	7698
添	7694
卅	7684
跡	7651
迹	7651
伸	7649
碰	7634
涵	7619
趙	7619
赵	7619
炒	7601
戒	7589
牆	7585
墙	7585
誌	7584
姐	7564
谷	7560
慈	7547
盧	7541
卢	7541
狂	7521
丹	7506
孟	7503
虎	7499
臣	7481
唐	7480
抓	7469
辭	7459
辞	7459
刊	7453
寒	7423
杯	7416
帝	7408
耀	7407
役	7381
淑	7361
舍	7350
艾	7342
栗	7331
戀	7328
恋	7328
繪	7312
绘	7312
敦	7310
遷	7306
迁	7306
玲	7302
彼	7286
喬	7275
乔	7275
妳	7247
旺	7246
揭	7234
勒	7230
燕	7214
寄	7164
臟	7163
脏	7163
洞	7156
烏	7155
乌	7155
炸	7155
仲	7150
詹	7145
鑽	7140
钻	7140
爐	7125
炉	7125
秒	7122
澤	7109
泽	7109
鑑	7103
鉴	7103
慎	7087
遲	7052
迟	7052
繫	7037
乏	7025
押	7006
賺	7006
赚	7006
遍	7005
攜	6979
携	6979
鍾	6971
滅	6970
灭	6970
怡	6933
梯	6933
腸	6923
肠	6923
乳	6920
液	6891
裂	6874
闆	6864
盒	6855
逆	6844
涯	6830
蜜	6821
煙	6816
烟	6816
鋒	6811
锋	6811
賠	6803
赔	6803
夥	6797
伙	6797
燦	6795
灿	6795
偷	6794
荷	6785
扮	6768
慘	6765
惨	6765
肥	6759
妝	6740
妆	6740
悉	6721
魯	6720
鲁	6720
兆	6700
肝	6690
瘦	6670
皇	6633
啊	6630
醬	6620
酱	6620
扶	6608
烤	6603
搖	6588
摇	6588
餅	6586
饼	6586
瓶	6581
冒	6563
漏	6548
蔣	6519
蒋	6519
莉	6513
穎	6506
颖	6506
歉	6504
搞	6497
聊	6480
棟	6478
栋	6478
橫	6467
横	6467
俄	6429
凡	6413
徑	6412
径	6412
稿	6391
膠	6378
胶	6378
紹	6376
绍	6376
尖	6345
頒	6341
颁	6341
敲	6338
罹	6333
裕	6329
誕	6321
诞	6321
噴	6314
喷	6314
哭	6288
姆	6279
悲	6268
怨	6252
迪	6247
腿	6234
埔	6233
澎	6207
怒	6178
琴	6171
謀	6160
谋	6160
泉	6158
懂	6157
燃	6143
嘴	6127
綁	6126
绑	6126
姿	6124
膚	6121
肤	6121
錦	6118
锦	6118
鬧	6102
闹	6102
忽	6095
淚	6081
泪	6081
辯	6074
辩	6074
津	6074
拖	6054
噸	6052
吨	6052
騙	6012
骗	6012
踏	6012
曼	5994
熊	5988
鼠	5988
尿	5964
閃	5954
闪	5954
彭	5950
騰	5942
腾	5942
浮	5906
迴	5866
瓦	5851
衰	5832
鹽	5832
盐	5832
牽	5827
牵	5827
曉	5815
晓	5815
刷	5809
鹿	5807
凍	5805
冻	5805
遞	5794
递	5794
峽	5790
峡	5790
菸	5785
譽	5780
誉	5780
杜	5765
睛	5763
峻	5758
逢	5743
稍	5737
閣	5730
阁	5730
饋	5719
馈	5719
碩	5713
硕	5713
翁	5702
鼻	5686
逼	5676
魔	5664
潭	5659
沈	5650
傾	5638
倾	5638
孕	5637
址	5634
糕	5625
仰	5625
疏	5617
呂	5611
吕	5611
襲	5609
袭	5609
允	5608
柔	5600
潤	5594
润	5594
洽	5583
貌	5581
搬	5565
毀	5562
毁	5562
胸	5561
吹	5560
飽	5560
饱	5560
孝	5559
擠	5558
挤	5558
篇	5558
撥	5544
拨	5544
恆	5538
恒	5538
頃	5538
顷	5538
遵	5536
蒙	5521
俗	5509
丟	5495
丢	5495
暑	5469
耗	5467
繞	5460
绕	5460
孔	5446
幻	5437
拓	5429
拚	5425
募	5417
宋	5416
罵	5409
骂	5409
胎	5400
趁	5385
貢	5383
贡	5383
龜	5372
龟	5372
薦	5363
荐	5363
拔	5361
廷	5354
壯	5348
壮	5348
蔬	5348
儲	5347
储	5347
堪	5332
椅	5313
腹	5308
躍	5305
跃	5305
脈	5292
脉	5292
翔	5289
插	5283
榜	5282
殘	5276
残	5276
娛	5275
娱	5275
蟲	5275
虫	5275
浩	5273
宴	5272
芬	5272
駁	5266
驳	5266
夕	5266
暨	5263
曝	5251
桶	5249
爺	5246
爷	5246
暢	5233
畅	5233
詐	5230
诈	5230
擦	5227
壁	5227
耐	5222
灰	5221
奮	5220
奋	5220
胃	5199
伍	5195
欲	5194
蝦	5190
虾	5190
辣	5186
喪	5184
丧	5184
稻	5184
珊	5182
滾	5175
滚	5175
箭	5169
註	5168
諸	5167
诸	5167
聘	5164
濱	5150
滨	5150
紫	5150
拼	5133
賀	5125
贺	5125
霧	5117
雾	5117
彥	5098
彦	5098
堆	5096
荒	5089
妙	5086
殖	5076
甘	5076
描	5075
旬	5069
渡	5061
泥	5057
錶	5038
眠	5020
剪	5015
頁	5011
页	5011
濕	5010
湿	5010
虧	4990
亏	4990
諮	4967
咨	4967
湧	4964
涌	4964
謹	4963
谨	4963
肩	4959
啦	4953
巷	4948
憑	4945
凭	4945
慌	4935
龐	4901
庞	4901
慰	4881
冊	4876
册	4876
砲	4867
驅	4854
驱	4854
妥	4839
斥	4835
瑪	4831
玛	4831
漂	4827
奏	4826
膽	4789
胆	4789
佔	4788
禍	4786
祸	4786
膜	4781
梨	4772
飆	4770
飙	4770
詳	4753
详	4753
傅	4748
犬	4744
虐	4741
涼	4738
凉	4738
蔓	4738
乃	4732
夾	4729
夹	4729
螢	4723
萤	4723
填	4703
滋	4684
稽	4684
奉	4679
蜂	4657
番	4651
獄	4619
狱	4619
訟	4613
讼	4613
墨	4603
孤	4602
迅	4598
嬰	4583
婴	4583
眉	4575
帥	4574
帅	4574
勁	4570
劲	4570
鳴	4569
鸣	4569
擋	4563
挡	4563
枝	4562
嘆	4561
叹	4561
晉	4561
晋	4561
屍	4532
尸	4532
